"","State","Countynames","Code","FIPS","Population"
"1182","Maine","Piscataquis ","ME",23021,33600
"1183","Maine","Sagadahoc ","ME",23023,71268
"1184","Maine","Somerset ","ME",23025,101184
"1185","Maine","Waldo ","ME",23027,79388
"1186","Maine","Washington ","ME",23029,62980
"1187","Maine","York ","ME",23031,412458
"1188","Maryland","Allegany ","MD",24001,141950
"1189","Maryland","Anne Arundel ","MD",24003,1152062
"1190","Maryland","Baltimor","MD",24510,1204990
"1191","Maryland","Baltimore ","MD",24005,1656862
"1192","Maryland","Calvert ","MD",24009,184006
"1193","Maryland","Caroline ","MD",24011,66608
"1194","Maryland","Carroll ","MD",24013,336858
"1195","Maryland","Cecil ","MD",24015,205652
"1196","Maryland","Charles ","MD",24017,323006
"1197","Maryland","Dorchester ","MD",24019,63996
"1198","Maryland","Frederick ","MD",24021,511296
"1199","Maryland","Garrett ","MD",24023,58326
"1200","Maryland","Harford ","MD",24025,507912
"1201","Maryland","Howard ","MD",24027,646392
"1202","Maryland","Kent ","MD",24029,38766
"1203","Maryland","Montgomery ","MD",24031,2105134
"1204","Maryland","Prince George's ","MD",24033,1818616
"1205","Maryland","Queen Anne's ","MD",24035,100502
"1206","Maryland","Somerset ","MD",24039,51350
"1207","Maryland","St. Mary's ","MD",24037,225328
"1208","Maryland","Talbot ","MD",24041,73936
"1209","Maryland","Washington ","MD",24043,301852
"1210","Maryland","Wicomico ","MD",24045,206390
"1211","Maryland","Worcester ","MD",24047,103646
"1212","Massachusetts","Barnstable ","MA",25001,426826
"1213","Massachusetts","Berkshire ","MA",25003,252696
"1214","Massachusetts","Bristol ","MA",25005,1128044
"1215","Massachusetts","Dukes ","MA",25007,34704
"1216","Massachusetts","Essex ","MA",25009,1581276
"1217","Massachusetts","Franklin ","MA",25011,141926
"1218","Massachusetts","Hampden ","MA",25013,940812
"1219","Massachusetts","Hampshire ","MA",25015,322710
"1220","Massachusetts","Middlesex ","MA",25017,3229428
"1221","Massachusetts","Nantucket ","MA",25019,22654
"1222","Massachusetts","Norfolk ","MA",25021,1410776
"1223","Massachusetts","Plymouth ","MA",25023,1036264
"1224","Massachusetts","Suffolk ","MA",25025,1614504
"1225","Massachusetts","Worcester ","MA",25027,1661678
"1226","Michigan","Alcona ","MI",26001,20724
"1227","Michigan","Alger ","MI",26003,18194
"1228","Michigan","Allegan ","MI",26005,234654
"1229","Michigan","Alpena ","MI",26007,56720
"1230","Michigan","Antrim ","MI",26009,46730
"1231","Michigan","Arenac ","MI",26011,30082
"1232","Michigan","Baraga ","MI",26013,16640
"1233","Michigan","Barry ","MI",26015,122314
"1234","Michigan","Bay ","MI",26017,207846
"1235","Michigan","Benzie ","MI",26019,35506
"1236","Michigan","Berrien ","MI",26021,308282
"1237","Michigan","Branch ","MI",26023,87244
"1238","Michigan","Calhoun ","MI",26025,268974
"1239","Michigan","Cass ","MI",26027,103306
"1240","Michigan","Charlevoix ","MI",26029,52488
"1241","Michigan","Cheboygan ","MI",26031,50826
"1242","Michigan","Chippewa ","MI",26033,75034
"1243","Michigan","Clare ","MI",26035,61514
"1244","Michigan","Clinton ","MI",26037,158664
"1245","Michigan","Crawford ","MI",26039,27802
"1246","Michigan","Delta ","MI",26041,71714
"1247","Michigan","Dickinson ","MI",26043,50766
"1248","Michigan","Eaton ","MI",26045,219652
"1249","Michigan","Emmet ","MI",26047,66616
"1250","Michigan","Genesee ","MI",26049,813784
"1251","Michigan","Gladwin ","MI",26051,50674
"1252","Michigan","Gogebic ","MI",26053,30192
"1253","Michigan","Grand Traverse ","MI",26055,185146
"1254","Michigan","Gratiot ","MI",26057,81198
"1255","Michigan","Hillsdale ","MI",26059,91498
"1256","Michigan","Houghton ","MI",26061,72438
"1257","Michigan","Huron ","MI",26063,62332
"1258","Michigan","Ingham ","MI",26065,585470
"1259","Michigan","Ionia ","MI",26067,128420
"1260","Michigan","Iosco ","MI",26069,50162
"1261","Michigan","Iron ","MI",26071,22234
"1262","Michigan","Isabella ","MI",26073,141124
"1263","Michigan","Jackson ","MI",26075,317646
"1264","Michigan","Kalamazoo ","MI",26077,529740
"1265","Michigan","Kalkaska ","MI",26079,35648
"1266","Michigan","Kent ","MI",26081,1307572
"1267","Michigan","Keweenaw ","MI",26083,4226
"1268","Michigan","Lake ","MI",26085,23762
"1269","Michigan","Lapeer ","MI",26087,176056
"1270","Michigan","Leelanau ","MI",26089,43528
"1271","Michigan","Lenawee ","MI",26091,196532
"1272","Michigan","Livingston ","MI",26093,382448
"1273","Michigan","Luce ","MI",26095,12566
"1274","Michigan","Mackinac ","MI",26097,21574
"1275","Michigan","Macomb ","MI",26099,1749518
"1276","Michigan","Manistee ","MI",26101,49056
"1277","Michigan","Marquette ","MI",26103,133032
"1278","Michigan","Mason ","MI",26105,58200
"1279","Michigan","Mecosta ","MI",26107,87090
"1280","Michigan","Menominee ","MI",26109,45966
"1281","Michigan","Midland ","MI",26111,166418
"1282","Michigan","Missaukee ","MI",26113,30226
"1283","Michigan","Monroe ","MI",26115,300878
"1284","Michigan","Montcalm ","MI",26117,127936
"1285","Michigan","Montmorency ","MI",26119,18530
"1286","Michigan","Muskegon ","MI",26121,347176
"1287","Michigan","Newaygo ","MI",26123,97784
"1288","Michigan","Oakland ","MI",26125,2518402
"1289","Michigan","Oceana ","MI",26127,53250
"1290","Michigan","Ogemaw ","MI",26129,41904
"1291","Michigan","Ontonagon ","MI",26131,11590
"1292","Michigan","Osceola ","MI",26133,46682
"1293","Michigan","Oscoda ","MI",26135,16552
"1294","Michigan","Otsego ","MI",26137,49330
"1295","Michigan","Ottawa ","MI",26139,580988
"1296","Michigan","Presque Isle ","MI",26141,25476
"1297","Michigan","Roscommon ","MI",26143,47768
"1298","Michigan","Saginaw ","MI",26145,381600
"1299","Michigan","Sanilac ","MI",26151,82364
"1300","Michigan","Schoolcraft ","MI",26153,16136
"1301","Michigan","Shiawassee ","MI",26155,136384
"1302","Michigan","St. Clair ","MI",26147,318674
"1303","Michigan","St. Joseph ","MI",26149,122086
"1304","Michigan","Tuscola ","MI",26157,105032
"1305","Michigan","Van Buren ","MI",26159,150896
"1306","Michigan","Washtenaw ","MI",26161,741926
"1307","Michigan","Wayne ","MI",26163,3507786
"1308","Michigan","Wexford ","MI",26165,66932
"1309","Minnesota","Aitkin ","MN",27001,31804
"1310","Minnesota","Anoka ","MN",27003,707626
"1311","Minnesota","Becker ","MN",27005,68742
"1312","Minnesota","Beltrami ","MN",27007,93694
"1313","Minnesota","Benton ","MN",27009,81090
"1314","Minnesota","Big Stone ","MN",27011,9978
"1315","Minnesota","Blue Earth ","MN",27013,134854
"1316","Minnesota","Brown ","MN",27015,50222
"1317","Minnesota","Carlton ","MN",27017,71674
"1318","Minnesota","Carver ","MN",27019,207102
"1319","Minnesota","Cass ","MN",27021,59038
"1320","Minnesota","Chippewa ","MN",27023,23848
"1321","Minnesota","Chisago ","MN",27025,111844
"1322","Minnesota","Clay ","MN",27027,127910
"1323","Minnesota","Clearwater ","MN",27029,17620
"1324","Minnesota","Cook ","MN",27031,10786
"1325","Minnesota","Cottonwood ","MN",27033,22554
"1326","Minnesota","Crow Wing ","MN",27035,129778
"1327","Minnesota","Dakota ","MN",27037,850846
"1328","Minnesota","Dodge ","MN",27039,41644
"1329","Minnesota","Douglas ","MN",27041,75928
"1330","Minnesota","Faribault ","MN",27043,27516
"1331","Minnesota","Fillmore ","MN",27045,42116
"1332","Minnesota","Freeborn ","MN",27047,60888
"1333","Minnesota","Goodhue ","MN",27049,92806
"1334","Minnesota","Grant ","MN",27051,12042
"1335","Minnesota","Hennepin ","MN",27053,2518856
"1336","Minnesota","Houston ","MN",27055,37156
"1337","Minnesota","Hubbard ","MN",27057,42664
"1338","Minnesota","Isanti ","MN",27059,79932
"1339","Minnesota","Itasca ","MN",27061,90216
"1340","Minnesota","Jackson ","MN",27063,19822
"1341","Minnesota","Kanabec ","MN",27065,32414
"1342","Minnesota","Kandiyohi ","MN",27067,85710
"1343","Minnesota","Kittson ","MN",27069,8496
"1344","Minnesota","Koochiching ","MN",27071,24880
"1345","Minnesota","Lake ","MN",27075,21316
"1346","Minnesota","Lake of the Woods ","MN",27077,7516
"1347","Minnesota","Le Sueur ","MN",27079,56988
"1348","Minnesota","Lincoln ","MN",27081,11346
"1349","Minnesota","Lyon ","MN",27083,51258
"1350","Minnesota","Mahnomen ","MN",27087,11038
"1351","Minnesota","Marshall ","MN",27089,18780
"1352","Minnesota","Martin ","MN",27091,39570
"1353","Minnesota","McLeod ","MN",27085,71746
"1354","Minnesota","Meeker ","MN",27093,46282
"1355","Minnesota","Mille Lacs ","MN",27095,52278
"1356","Minnesota","Morrison ","MN",27097,66338
"1357","Minnesota","Mower ","MN",27099,80022
"1358","Minnesota","Murray ","MN",27101,16552
"1359","Minnesota","Nicollet ","MN",27103,68440
"1360","Minnesota","Nobles ","MN",27105,43848
"1361","Minnesota","Norman ","MN",27107,12950
"1362","Minnesota","Olmsted ","MN",27109,312554
"1363","Minnesota","Otter Tail ","MN",27111,117624
"1364","Minnesota","Pennington ","MN",27113,28356
"1365","Minnesota","Pine ","MN",27115,58966
"1366","Minnesota","Pipestone ","MN",27117,18094
"1367","Minnesota","Polk ","MN",27119,63058
"1368","Minnesota","Pope ","MN",27121,22194
"1369","Minnesota","Ramsey ","MN",27123,1100420
"1370","Minnesota","Red Lake ","MN",27125,7998
"1371","Minnesota","Redwood ","MN",27127,30498
"1372","Minnesota","Renville ","MN",27129,29224
"1373","Minnesota","Rice ","MN",27131,133046
"1374","Minnesota","Rock ","MN",27133,18828
"1375","Minnesota","Roseau ","MN",27135,30300
"1376","Minnesota","Scott ","MN",27139,294762
"1377","Minnesota","Sherburne ","MN",27141,192072
"1378","Minnesota","Sibley ","MN",27143,30056
"1379","Minnesota","St. Louis ","MN",27137,399508
"1380","Minnesota","Stearns ","MN",27145,318512
"1381","Minnesota","Steele ","MN",27147,73606
"1382","Minnesota","Stevens ","MN",27149,19506
"1383","Minnesota","Swift ","MN",27151,18690
"1384","Minnesota","Todd ","MN",27153,49164
"1385","Minnesota","Traverse ","MN",27155,6616
"1386","Minnesota","Wabasha ","MN",27157,43290
"1387","Minnesota","Wadena ","MN",27159,27546
"1388","Minnesota","Waseca ","MN",27161,37382
"1389","Minnesota","Washington ","MN",27163,518402
"1390","Minnesota","Watonwan ","MN",27165,21960
"1391","Minnesota","Wilkin ","MN",27167,12508
"1392","Minnesota","Winona ","MN",27169,101650
"1393","Minnesota","Wright ","MN",27171,272698
"1394","Minnesota","Yellow Medicine ","MN",27173,19590
"1395","Mississippi","Adams ","MS",28001,62384
"1396","Mississippi","Alcorn ","MS",28003,73850
"1397","Mississippi","Amite ","MS",28005,24652
"1398","Mississippi","Attala ","MS",28007,36730
"1399","Mississippi","Benton ","MS",28009,16542
"1400","Mississippi","Bolivar ","MS",28011,62666
"1401","Mississippi","Calhoun ","MS",28013,28872
"1402","Mississippi","Carroll ","MS",28015,19822
"1403","Mississippi","Chickasaw ","MS",28017,34342
"1404","Mississippi","Choctaw ","MS",28019,16556
"1405","Mississippi","Claiborne ","MS",28021,18004
"1406","Mississippi","Clarke ","MS",28023,31208
"1407","Mississippi","Clay ","MS",28025,38772
"1408","Mississippi","Coahoma ","MS",28027,45256
"1409","Mississippi","Copiah ","MS",28029,57086
"1410","Mississippi","Covington ","MS",28031,37706
"1411","Mississippi","DeSoto ","MS",28033,364002
"1412","Mississippi","Forrest ","MS",28035,150072
"1413","Mississippi","Franklin ","MS",28037,15576
"1414","Mississippi","George ","MS",28039,48500
"1415","Mississippi","Greene ","MS",28041,27172
"1416","Mississippi","Grenada ","MS",28043,42110
"1417","Mississippi","Hancock ","MS",28045,94668
"1418","Mississippi","Harrison ","MS",28047,413300
"1419","Mississippi","Hinds ","MS",28049,474170
"1420","Mississippi","Holmes ","MS",28051,35244
"1421","Mississippi","Humphreys ","MS",28053,16514
"1422","Mississippi","Issaquena ","MS",28055,2616
"1423","Mississippi","Itawamba ","MS",28057,47034
"1424","Mississippi","Jackson ","MS",28059,286554
"1425","Mississippi","Jasper ","MS",28061,32856
"1426","Mississippi","Jefferson ","MS",28063,14212
"1427","Mississippi","Jefferson Davis ","MS",28065,22468
"1428","Mississippi","Jones ","MS",28067,136922
"1429","Mississippi","Kemper ","MS",28069,20054
"1430","Mississippi","Lafayette ","MS",28071,109586
"1431","Mississippi","Lamar ","MS",28073,124894
"1432","Mississippi","Lauderdale ","MS",28075,150634
"1433","Mississippi","Lawrence ","MS",28077,24910
"1434","Mississippi","Leake ","MS",28079,45526
"1435","Mississippi","Lee ","MS",28081,170404
"1436","Mississippi","Leflore ","MS",28083,57838
"1437","Mississippi","Lincoln ","MS",28085,68410
"1438","Mississippi","Lowndes ","MS",28087,117860
"1439","Mississippi","Madison ","MS",28089,211260
"1440","Mississippi","Marion ","MS",28091,49430
"1441","Mississippi","Marshall ","MS",28093,70902
"1442","Mississippi","Monroe ","MS",28095,71128
"1443","Mississippi","Montgomery ","MS",28097,20046
"1444","Mississippi","Neshoba ","MS",28099,58250
"1445","Mississippi","Newton ","MS",28101,42886
"1446","Mississippi","Noxubee ","MS",28103,21070
"1447","Mississippi","Oktibbeha ","MS",28105,99198
"1448","Mississippi","Panola ","MS",28107,68356
"1449","Mississippi","Pearl River ","MS",28109,110774
"1450","Mississippi","Perry ","MS",28111,23862
"1451","Mississippi","Pike ","MS",28113,79126
"1452","Mississippi","Pontotoc ","MS",28115,63666
"1453","Mississippi","Prentiss ","MS",28117,50630
"1454","Mississippi","Quitman ","MS",28119,14102
"1455","Mississippi","Rankin ","MS",28121,307804
"1456","Mississippi","Scott ","MS",28123,56574
"1457","Mississippi","Sharkey ","MS",28125,8754
"1458","Mississippi","Simpson ","MS",28127,53516
"1459","Mississippi","Smith ","MS",28129,32004
"1460","Mississippi","Stone ","MS",28131,37434
"1461","Mississippi","Sunflower ","MS",28133,51470
"1462","Mississippi","Tallahatchie ","MS",28135,27974
"1463","Mississippi","Tate ","MS",28137,57518
"1464","Mississippi","Tippah ","MS",28139,43990
"1465","Mississippi","Tishomingo ","MS",28141,38908
"1466","Mississippi","Tunica ","MS",28143,19888
"1467","Mississippi","Union ","MS",28145,57212
"1468","Mississippi","Walthall ","MS",28147,28930
"1469","Mississippi","Warren ","MS",28149,92352
"1470","Mississippi","Washington ","MS",28151,90126
"1471","Mississippi","Wayne ","MS",28153,40596
"1472","Mississippi","Webster ","MS",28155,19576
"1473","Mississippi","Wilkinson ","MS",28157,17584
"1474","Mississippi","Winston ","MS",28159,36330
"1475","Mississippi","Yalobusha ","MS",28161,24784
"1476","Mississippi","Yazoo ","MS",28163,56496
"1477","Missouri","Adair ","MO",29001,50678
"1478","Missouri","Andrew ","MO",29003,35214
"1479","Missouri","Atchison ","MO",29005,10342
"1480","Missouri","Audrain ","MO",29007,50946
"1481","Missouri","Barry ","MO",29009,71772
"1482","Missouri","Barton ","MO",29011,23596
"1483","Missouri","Bates ","MO",29013,32640
"1484","Missouri","Benton ","MO",29015,38556
"1485","Missouri","Bollinger ","MO",29017,24338
"1486","Missouri","Boone ","MO",29019,360010
"1487","Missouri","Buchanan ","MO",29021,177142
"1488","Missouri","Butler ","MO",29023,85278
"1489","Missouri","Caldwell ","MO",29025,18216
"1490","Missouri","Callaway ","MO",29027,89778
"1491","Missouri","Camden ","MO",29029,91630
"1492","Missouri","Cape Girardeau ","MO",29031,157506
"1493","Missouri","Carroll ","MO",29033,17486
"1494","Missouri","Carter ","MO",29035,12108
"1495","Missouri","Cass ","MO",29037,209908
"1496","Missouri","Cedar ","MO",29039,28330
"1497","Missouri","Chariton ","MO",29041,14902
"1498","Missouri","Christian ","MO",29043,173966
"1499","Missouri","Clark ","MO",29045,13684
"1500","Missouri","Clay ","MO",29047,492730
"1501","Missouri","Clinton ","MO",29049,40940
"1502","Missouri","Cole ","MO",29051,153592
"1503","Missouri","Cooper ","MO",29053,35206
"1504","Missouri","Crawford ","MO",29055,47914
"1505","Missouri","Dade ","MO",29057,15138
"1506","Missouri","Dallas ","MO",29059,33524
"1507","Missouri","Daviess ","MO",29061,16626
"1508","Missouri","DeKalb ","MO",29063,25260
"1509","Missouri","Dent ","MO",29065,30882
"1510","Missouri","Douglas ","MO",29067,26746
"1511","Missouri","Dunklin ","MO",29069,58846
"1512","Missouri","Franklin ","MO",29071,207340
"1513","Missouri","Gasconade ","MO",29073,29410
"1514","Missouri","Gentry ","MO",29075,13256
"1515","Missouri","Greene ","MO",29077,583846
"1516","Missouri","Grundy ","MO",29079,19828
"1517","Missouri","Harrison ","MO",29081,16828
"1518","Missouri","Henry ","MO",29083,43584
"1519","Missouri","Hickory ","MO",29085,19018
"1520","Missouri","Holt ","MO",29087,8808
"1521","Missouri","Howard ","MO",29089,20274
"1522","Missouri","Howell ","MO",29091,80152
"1523","Missouri","Iron ","MO",29093,20354
"1524","Missouri","Jasper ","MO",29097,241272
"1525","Missouri","Jefferson ","MO",29099,448694
"1526","Missouri","Johnson ","MO",29101,107304
"1527","Missouri","Knox ","MO",29103,7894
"1528","Missouri","Laclede ","MO",29105,71426
"1529","Missouri","Lafayette ","MO",29107,65196
"1530","Missouri","Lawrence ","MO",29109,76718
"1531","Missouri","Lewis ","MO",29111,19710
"1532","Missouri","Lincoln ","MO",29113,115372
"1533","Missouri","Linn ","MO",29115,24074
"1534","Missouri","Livingston ","MO",29117,30292
"1535","Missouri","Macon ","MO",29121,30306
"1536","Missouri","Madison ","MO",29123,24376
"1537","Missouri","Maries ","MO",29125,17538
"1538","Missouri","Marion ","MO",29127,57184
"1539","Missouri","McDonald ","MO",29119,46156
"1540","Missouri","Mercer ","MO",29129,7282
"1541","Missouri","Miller ","MO",29131,50672
"1542","Missouri","Mississippi ","MO",29133,26672
"1543","Missouri","Moniteau ","MO",29135,32242
"1544","Missouri","Monroe ","MO",29137,17328
"1545","Missouri","Montgomery ","MO",29139,23068
"1546","Missouri","Morgan ","MO",29141,40716
"1547","Missouri","New Madrid ","MO",29143,34592
"1548","Missouri","Newton ","MO",29145,116532
"1549","Missouri","Nodaway ","MO",29147,44608
"1550","Missouri","Oregon ","MO",29149,21082
"1551","Missouri","Osage ","MO",29151,27428
"1552","Missouri","Ozark ","MO",29153,18034
"1553","Missouri","Pemiscot ","MO",29155,32544
"1554","Missouri","Perry ","MO",29157,38300
"1555","Missouri","Pettis ","MO",29159,85084
"1556","Missouri","Phelps ","MO",29161,89464
"1557","Missouri","Pike ","MO",29163,37008
"1558","Missouri","Platte ","MO",29165,205970
"1559","Missouri","Polk ","MO",29167,64402
"1560","Missouri","Pulaski ","MO",29169,104028
"1561","Missouri","Putnam ","MO",29171,9514
"1562","Missouri","Ralls ","MO",29173,20424
"1563","Missouri","Randolph ","MO",29175,49526
"1564","Missouri","Ray ","MO",29177,45766
"1565","Missouri","Reynolds ","MO",29179,12508
"1566","Missouri","Ripley ","MO",29181,26802
"1567","Missouri","Saline ","MO",29195,45790
"1568","Missouri","Schuyler ","MO",29197,9198
"1569","Missouri","Scotland ","MO",29199,9932
"1570","Missouri","Scott ","MO",29201,76916
"1571","Missouri","Shannon ","MO",29203,16378
"1572","Missouri","Shelby ","MO",29205,12100
"1573","Missouri","St. Charles ","MO",29183,798364
"1574","Missouri","St. Clair ","MO",29185,18790
"1575","Missouri","St. Francois ","MO",29187,133384
"1576","Missouri","St. Louis ","MO",29189,1993890
"1577","Missouri","Ste. Genevieve ","MO",29186,35776
"1578","Missouri","Stoddard ","MO",29207,58412
"1579","Missouri","Stone ","MO",29209,63498
"1580","Missouri","Sullivan ","MO",29211,12442
"1581","Missouri","Taney ","MO",29213,111704
"1582","Missouri","Texas ","MO",29215,51142
"1583","Missouri","Vernon ","MO",29217,41056
"1584","Missouri","Warren ","MO",29219,69422
"1585","Missouri","Washington ","MO",29221,49886
"1586","Missouri","Wayne ","MO",29223,26244
"1587","Missouri","Webster ","MO",29225,78218
"1588","Missouri","Worth ","MO",29227,4080
"1589","Missouri","Wright ","MO",29229,36756
"1590","Montana","Beaverhead ","MT",30001,18808
"1591","Montana","Big Horn ","MT",30003,26676
"1592","Montana","Blaine ","MT",30005,13614
"1593","Montana","Broadwater ","MT",30007,12170
"1594","Montana","Carbon ","MT",30009,21428
"1595","Montana","Carter ","MT",30011,2476
"1596","Montana","Cascade ","MT",30013,163286
"1597","Montana","Chouteau ","MT",30015,11490
"1598","Montana","Custer ","MT",30017,23172
"1599","Montana","Daniels ","MT",30019,3494
"1600","Montana","Dawson ","MT",30021,17360
"1601","Montana","Deer Lodge ","MT",30023,18262
"1602","Montana","Fallon ","MT",30025,5840
"1603","Montana","Fergus ","MT",30027,22226
"1604","Montana","Flathead ","MT",30029,204212
"1605","Montana","Gallatin ","MT",30031,223752
"1606","Montana","Garfield ","MT",30033,2536
"1607","Montana","Glacier ","MT",30035,27494
"1608","Montana","Golden Valley ","MT",30037,1652
"1609","Montana","Granite ","MT",30039,6756
"1610","Montana","Hill ","MT",30041,32694
"1611","Montana","Jefferson ","MT",30043,24194
"1612","Montana","Judith Basin ","MT",30045,3904
"1613","Montana","Lake ","MT",30047,60500
"1614","Montana","Lewis and Clark ","MT",30049,137400
"1615","Montana","Liberty ","MT",30051,4860
"1616","Montana","Lincoln ","MT",30053,39588
"1617","Montana","Madison ","MT",30057,17536
"1618","Montana","McCone ","MT",30055,3350
"1619","Montana","Meagher ","MT",30059,3732
"1620","Montana","Mineral ","MT",30061,8632
"1621","Montana","Missoula ","MT",30063,237582
"1622","Montana","Musselshell ","MT",30065,9302
"1623","Montana","Park ","MT",30067,33472
"1624","Montana","Petroleum ","MT",30069,1026
"1625","Montana","Phillips ","MT",30071,8148
"1626","Montana","Pondera ","MT",30073,11944
"1627","Montana","Powder River ","MT",30075,3432
"1628","Montana","Powell ","MT",30077,13936
"1629","Montana","Prairie ","MT",30079,2174
"1630","Montana","Ravalli ","MT",30081,86344
"1631","Montana","Richland ","MT",30083,21826
"1632","Montana","Roosevelt ","MT",30085,22118
"1633","Montana","Rosebud ","MT",30087,18126
"1634","Montana","Sanders ","MT",30089,23688
"1635","Montana","Sheridan ","MT",30091,6848
"1636","Montana","Silver Bow ","MT",30093,69986
"1637","Montana","Stillwater ","MT",30095,19068
"1638","Montana","Sweet Grass ","MT",30097,7420
"1639","Montana","Teton ","MT",30099,12324
"1640","Montana","Toole ","MT",30101,9706
"1641","Montana","Treasure ","MT",30103,1358
"1642","Montana","Valley ","MT",30105,14874
"1643","Montana","Wheatland ","MT",30107,4472
"1644","Montana","Wibaux ","MT",30109,2068
"1645","Montana","Yellowstone ","MT",30111,320274
"1646","Nebraska","Adams ","NE",31001,63022
"1647","Nebraska","Antelope ","NE",31003,12672
"1648","Nebraska","Arthur ","NE",31005,930
"1649","Nebraska","Banner ","NE",31007,1460
"1650","Nebraska","Blaine ","NE",31009,952
"1651","Nebraska","Boone ","NE",31011,10478
"1652","Nebraska","Box Butte ","NE",31013,21544
"1653","Nebraska","Boyd ","NE",31015,3910
"1654","Nebraska","Brown ","NE",31017,5946
"1655","Nebraska","Buffalo ","NE",31019,99230
"1656","Nebraska","Burt ","NE",31021,12976
"1657","Nebraska","Butler ","NE",31023,16116
"1658","Nebraska","Cass ","NE",31025,52318
"1659","Nebraska","Cedar ","NE",31027,16892
"1660","Nebraska","Chase ","NE",31029,7954
"1661","Nebraska","Cherry ","NE",31031,11522
"1662","Nebraska","Cheyenne ","NE",31033,18620
"1663","Nebraska","Clay ","NE",31035,12428
"1664","Nebraska","Colfax ","NE",31037,21762
"1665","Nebraska","Cuming ","NE",31039,17880
"1666","Nebraska","Custer ","NE",31041,21680
"1667","Nebraska","Dakota ","NE",31043,40166
"1668","Nebraska","Dawes ","NE",31045,17432
"1669","Nebraska","Dawson ","NE",31047,47418
"1670","Nebraska","Deuel ","NE",31049,3650
"1671","Nebraska","Dixon ","NE",31051,11418
"1672","Nebraska","Dodge ","NE",31053,73582
"1673","Nebraska","Douglas ","NE",31055,1133760
"1674","Nebraska","Dundy ","NE",31057,3540
"1675","Nebraska","Fillmore ","NE",31059,11054
"1676","Nebraska","Franklin ","NE",31061,6046
"1677","Nebraska","Frontier ","NE",31063,5216
"1678","Nebraska","Furnas ","NE",31065,9430
"1679","Nebraska","Gage ","NE",31067,42986
"1680","Nebraska","Garden ","NE",31069,3794
"1681","Nebraska","Garfield ","NE",31071,3974
"1682","Nebraska","Gosper ","NE",31073,3992
"1683","Nebraska","Grant ","NE",31075,1320
"1684","Nebraska","Greeley ","NE",31077,4712
"1685","Nebraska","Hall ","NE",31079,123214
"1686","Nebraska","Hamilton ","NE",31081,18560
"1687","Nebraska","Harlan ","NE",31083,6802
"1688","Nebraska","Hayes ","NE",31085,1832
"1689","Nebraska","Hitchcock ","NE",31087,5612
"1690","Nebraska","Holt ","NE",31089,20356
"1691","Nebraska","Hooker ","NE",31091,1364
"1692","Nebraska","Howard ","NE",31093,12936
"1693","Nebraska","Jefferson ","NE",31095,14194
"1694","Nebraska","Johnson ","NE",31097,10268
"1695","Nebraska","Kearney ","NE",31099,13088
"1696","Nebraska","Keith ","NE",31101,16042
"1697","Nebraska","Keya Paha ","NE",31103,1620
"1698","Nebraska","Kimball ","NE",31105,7236
"1699","Nebraska","Knox ","NE",31107,16838
"1700","Nebraska","Lancaster ","NE",31109,634544
"1701","Nebraska","Lincoln ","NE",31111,70370
"1702","Nebraska","Logan ","NE",31113,1498
"1703","Nebraska","Loup ","NE",31115,1236
"1704","Nebraska","Madison ","NE",31119,70784
"1705","Nebraska","McPherson ","NE",31117,984
"1706","Nebraska","Merrick ","NE",31121,15466
"1707","Nebraska","Morrill ","NE",31123,9372
"1708","Nebraska","Nance ","NE",31125,7064
"1709","Nebraska","Nemaha ","NE",31127,13916
"1710","Nebraska","Nuckolls ","NE",31129,8390
"1711","Nebraska","Otoe ","NE",31131,31970
"1712","Nebraska","Pawnee ","NE",31133,5264
"1713","Nebraska","Perkins ","NE",31135,5858
"1714","Nebraska","Phelps ","NE",31137,17992
"1715","Nebraska","Pierce ","NE",31139,14284
"1716","Nebraska","Platte ","NE",31141,66726
"1717","Nebraska","Polk ","NE",31143,10556
"1718","Nebraska","Red Willow ","NE",31145,21452
"1719","Nebraska","Richardson ","NE",31147,15874
"1720","Nebraska","Rock ","NE",31149,2720
"1721","Nebraska","Saline ","NE",31151,28700
"1722","Nebraska","Sarpy ","NE",31153,368918
"1723","Nebraska","Saunders ","NE",31155,42606
"1724","Nebraska","Scotts Bluff ","NE",31157,71978
"1725","Nebraska","Seward ","NE",31159,34636
"1726","Nebraska","Sheridan ","NE",31161,10380
"1727","Nebraska","Sherman ","NE",31163,6076
"1728","Nebraska","Sioux ","NE",31165,2374
"1729","Nebraska","Stanton ","NE",31167,11940
"1730","Nebraska","Thayer ","NE",31169,10078
"1731","Nebraska","Thomas ","NE",31171,1440
"1732","Nebraska","Thurston ","NE",31173,14606
"1733","Nebraska","Valley ","NE",31175,8380
"1734","Nebraska","Washington ","NE",31177,41334
"1735","Nebraska","Wayne ","NE",31179,18806
"1736","Nebraska","Webster ","NE",31181,7066
"1737","Nebraska","Wheeler ","NE",31183,1610
"1738","Nebraska","York ","NE",31185,27544
"1739","Nevada","Carso","NV",32510,110828
"1740","Nevada","Churchill ","NV",32001,48880
"1741","Nevada","Clark ","NV",32003,4463294
"1742","Nevada","Douglas ","NV",32005,96934
"1743","Nevada","Elko ","NV",32007,104920
"1744","Nevada","Esmeralda ","NV",32009,1652
"1745","Nevada","Eureka ","NV",32011,4006
"1746","Nevada","Humboldt ","NV",32013,33572
"1747","Nevada","Lander ","NV",32015,11150
"1748","Nevada","Lincoln ","NV",32017,10402
"1749","Nevada","Lyon ","NV",32019,111616
