"","State","Countynames","Code","FIPS","Population"
"2893","Virginia","New Kent ","VA",51127,44782
"2894","Virginia","Newport New","VA",51700,357252
"2895","Virginia","Norfol","VA",51710,488152
"2896","Virginia","Northampton ","VA",51131,23470
"2897","Virginia","Northumberland ","VA",51133,24294
"2898","Virginia","Norto","VA",51720,7936
"2899","Virginia","Nottoway ","VA",51135,30840
"2900","Virginia","Orange ","VA",51137,73288
"2901","Virginia","Page ","VA",51139,47866
"2902","Virginia","Patrick ","VA",51141,35346
"2903","Virginia","Petersbur","VA",51730,63134
"2904","Virginia","Pittsylvania ","VA",51143,121898
"2905","Virginia","Poquoso","VA",51735,24380
"2906","Virginia","Portsmout","VA",51740,189264
"2907","Virginia","Powhatan ","VA",51145,58378
"2908","Virginia","Prince Edward ","VA",51147,45900
"2909","Virginia","Prince George ","VA",51149,76164
"2910","Virginia","Prince William ","VA",51153,936022
"2911","Virginia","Pulaski ","VA",51155,68132
"2912","Virginia","Radfor","VA",51750,36678
"2913","Virginia","Rappahannock ","VA",51157,14504
"2914","Virginia","Richmon","VA",51760,457566
"2915","Virginia","Richmond ","VA",51159,18076
"2916","Virginia","Roanok","VA",51770,199840
"2917","Virginia","Roanoke ","VA",51161,188146
"2918","Virginia","Rockbridge ","VA",51163,45504
"2919","Virginia","Rockingham ","VA",51165,162488
"2920","Virginia","Russell ","VA",51167,53496
"2921","Virginia","Sale","VA",51775,51286
"2922","Virginia","Scott ","VA",51169,43068
"2923","Virginia","Shenandoah ","VA",51171,86994
"2924","Virginia","Smyth ","VA",51173,60944
"2925","Virginia","Southampton ","VA",51175,35172
"2926","Virginia","Spotsylvania ","VA",51177,268476
"2927","Virginia","Stafford ","VA",51179,299920
"2928","Virginia","Staunto","VA",51790,49844
"2929","Virginia","Suffol","VA",51800,182370
"2930","Virginia","Surry ","VA",51181,12948
"2931","Virginia","Sussex ","VA",51183,22474
"2932","Virginia","Tazewell ","VA",51185,81710
"2933","Virginia","Virginia Beac","VA",51810,900378
"2934","Virginia","Warren ","VA",51187,80006
"2935","Virginia","Washington ","VA",51191,108804
"2936","Virginia","Waynesbor","VA",51820,45256
"2937","Virginia","Westmoreland ","VA",51193,35660
"2938","Virginia","Williamsbur","VA",51830,29792
"2939","Virginia","Wincheste","VA",51840,56216
"2940","Virginia","Wise ","VA",51195,76024
"2941","Virginia","Wythe ","VA",51197,57508
"2942","Virginia","York ","VA",51199,135692
"2943","Washington","Adams ","WA",53001,39518
"2944","Washington","Asotin ","WA",53003,45220
"2945","Washington","Benton ","WA",53005,403754
"2946","Washington","Chelan ","WA",53007,154072
"2947","Washington","Clallam ","WA",53009,153474
"2948","Washington","Clark ","WA",53011,963714
"2949","Washington","Columbia ","WA",53013,8118
"2950","Washington","Cowlitz ","WA",53015,217974
"2951","Washington","Douglas ","WA",53017,85814
"2952","Washington","Ferry ","WA",53019,15298
"2953","Washington","Franklin ","WA",53021,188694
"2954","Washington","Garfield ","WA",53023,4494
"2955","Washington","Grant ","WA",53025,194662
"2956","Washington","Grays Harbor ","WA",53027,147802
"2957","Washington","Island ","WA",53029,168920
"2958","Washington","Jefferson ","WA",53031,63458
"2959","Washington","King ","WA",53033,4466326
"2960","Washington","Kitsap ","WA",53035,539610
"2961","Washington","Kittitas ","WA",53037,94728
"2962","Washington","Klickitat ","WA",53039,44214
"2963","Washington","Lewis ","WA",53041,159208
"2964","Washington","Lincoln ","WA",53043,21480
"2965","Washington","Mason ","WA",53045,131014
"2966","Washington","Okanogan ","WA",53047,84264
"2967","Washington","Pacific ","WA",53049,44072
"2968","Washington","Pend Oreille ","WA",53051,27204
"2969","Washington","Pierce ","WA",53053,1782598
"2970","Washington","San Juan ","WA",53055,34256
"2971","Washington","Skagit ","WA",53057,256412
"2972","Washington","Skamania ","WA",53059,23848
"2973","Washington","Snohomish ","WA",53061,1629802
"2974","Washington","Spokane ","WA",53063,1029262
"2975","Washington","Stevens ","WA",53065,90520
"2976","Washington","Thurston ","WA",53067,572838
"2977","Washington","Wahkiakum ","WA",53069,8852
"2978","Washington","Walla Walla ","WA",53071,121844
"2979","Washington","Whatcom ","WA",53073,451370
"2980","Washington","Whitman ","WA",53075,99582
"2981","Washington","Yakima ","WA",53077,502892
"2982","West Virginia","Barbour ","WV",54001,33070
"2983","West Virginia","Berkeley ","WV",54003,234246
"2984","West Virginia","Boone ","WV",54005,43902
"2985","West Virginia","Braxton ","WV",54007,28178
"2986","West Virginia","Brooke ","WV",54009,44406
"2987","West Virginia","Cabell ","WV",54011,186448
"2988","West Virginia","Calhoun ","WV",54013,14508
"2989","West Virginia","Clay ","WV",54015,17264
"2990","West Virginia","Doddridge ","WV",54017,16812
"2991","West Virginia","Fayette ","WV",54019,86036
"2992","West Virginia","Gilmer ","WV",54021,16052
"2993","West Virginia","Grant ","WV",54023,23252
"2994","West Virginia","Greenbrier ","WV",54025,69572
"2995","West Virginia","Hampshire ","WV",54027,46694
"2996","West Virginia","Hancock ","WV",54029,58188
"2997","West Virginia","Hardy ","WV",54031,27550
"2998","West Virginia","Harrison ","WV",54033,135108
"2999","West Virginia","Jackson ","WV",54035,57412
"3000","West Virginia","Jefferson ","WV",54037,113622
"3001","West Virginia","Kanawha ","WV",54039,360908
"3002","West Virginia","Lewis ","WV",54041,32048
"3003","West Virginia","Lincoln ","WV",54043,41198
"3004","West Virginia","Logan ","WV",54045,65214
"3005","West Virginia","Marion ","WV",54049,112194
"3006","West Virginia","Marshall ","WV",54051,61570
"3007","West Virginia","Mason ","WV",54053,53436
"3008","West Virginia","McDowell ","WV",54047,36446
"3009","West Virginia","Mercer ","WV",54055,118262
"3010","West Virginia","Mineral ","WV",54057,53880
"3011","West Virginia","Mingo ","WV",54059,47570
"3012","West Virginia","Monongalia ","WV",54061,212840
"3013","West Virginia","Monroe ","WV",54063,26560
"3014","West Virginia","Morgan ","WV",54065,35574
"3015","West Virginia","Nicholas ","WV",54067,49684
"3016","West Virginia","Ohio ","WV",54069,83510
"3017","West Virginia","Pendleton ","WV",54071,13994
"3018","West Virginia","Pleasants ","WV",54073,15014
"3019","West Virginia","Pocahontas ","WV",54075,16828
"3020","West Virginia","Preston ","WV",54077,67678
"3021","West Virginia","Putnam ","WV",54079,113364
"3022","West Virginia","Raleigh ","WV",54081,148508
"3023","West Virginia","Randolph ","WV",54083,57646
"3024","West Virginia","Ritchie ","WV",54085,19442
"3025","West Virginia","Roane ","WV",54087,27864
"3026","West Virginia","Summers ","WV",54089,25520
"3027","West Virginia","Taylor ","WV",54091,33724
"3028","West Virginia","Tucker ","WV",54093,13910
"3029","West Virginia","Tyler ","WV",54095,17492
"3030","West Virginia","Upshur ","WV",54097,48830
"3031","West Virginia","Wayne ","WV",54099,79888
"3032","West Virginia","Webster ","WV",54101,16570
"3033","West Virginia","Wetzel ","WV",54103,30540
"3034","West Virginia","Wirt ","WV",54105,11660
"3035","West Virginia","Wood ","WV",54107,168406
"3036","West Virginia","Wyoming ","WV",54109,41572
"3037","Wisconsin","Adams ","WI",55001,40696
"3038","Wisconsin","Ashland ","WI",55003,31200
"3039","Wisconsin","Barron ","WI",55005,90328
"3040","Wisconsin","Bayfield ","WI",55007,30084
"3041","Wisconsin","Brown ","WI",55009,526756
"3042","Wisconsin","Buffalo ","WI",55011,26250
"3043","Wisconsin","Burnett ","WI",55013,30784
"3044","Wisconsin","Calumet ","WI",55015,100318
"3045","Wisconsin","Chippewa ","WI",55017,128270
"3046","Wisconsin","Clark ","WI",55019,69418
"3047","Wisconsin","Columbia ","WI",55021,114716
"3048","Wisconsin","Crawford ","WI",55023,32582
"3049","Wisconsin","Dane ","WI",55025,1084728
"3050","Wisconsin","Dodge ","WI",55027,175694
"3051","Wisconsin","Door ","WI",55029,55220
"3052","Wisconsin","Douglas ","WI",55031,86416
"3053","Wisconsin","Dunn ","WI",55033,90262
"3054","Wisconsin","Eau Claire ","WI",55035,209068
"3055","Wisconsin","Florence ","WI",55037,8642
"3056","Wisconsin","Fond du Lac ","WI",55039,206132
"3057","Wisconsin","Forest ","WI",55041,17982
"3058","Wisconsin","Grant ","WI",55043,103108
"3059","Wisconsin","Green ","WI",55045,73858
"3060","Wisconsin","Green Lake ","WI",55047,37836
"3061","Wisconsin","Iowa ","WI",55049,47542
"3062","Wisconsin","Iron ","WI",55051,11352
"3063","Wisconsin","Jackson ","WI",55053,40956
"3064","Wisconsin","Jefferson ","WI",55055,170258
"3065","Wisconsin","Juneau ","WI",55057,53234
"3066","Wisconsin","Kenosha ","WI",55059,338580
"3067","Wisconsin","Kewaunee ","WI",55061,40766
"3068","Wisconsin","La Crosse ","WI",55063,236460
"3069","Wisconsin","Lafayette ","WI",55065,33330
"3070","Wisconsin","Langlade ","WI",55067,38536
"3071","Wisconsin","Lincoln ","WI",55069,55378
"3072","Wisconsin","Manitowoc ","WI",55071,158148
"3073","Wisconsin","Marathon ","WI",55073,270856
"3074","Wisconsin","Marinette ","WI",55075,80868
"3075","Wisconsin","Marquette ","WI",55077,30868
"3076","Wisconsin","Menominee ","WI",55078,9316
"3077","Wisconsin","Milwaukee ","WI",55079,1896402
"3078","Wisconsin","Monroe ","WI",55081,92102
"3079","Wisconsin","Oconto ","WI",55083,75660
"3080","Wisconsin","Oneida ","WI",55085,70940
"3081","Wisconsin","Outagamie ","WI",55087,374730
"3082","Wisconsin","Ozaukee ","WI",55089,178294
"3083","Wisconsin","Pepin ","WI",55091,14578
"3084","Wisconsin","Pierce ","WI",55093,85110
"3085","Wisconsin","Polk ","WI",55095,87196
"3086","Wisconsin","Portage ","WI",55097,141884
"3087","Wisconsin","Price ","WI",55099,26794
"3088","Wisconsin","Racine ","WI",55101,393168
"3089","Wisconsin","Richland ","WI",55103,34754
"3090","Wisconsin","Rock ","WI",55105,326258
"3091","Wisconsin","Rusk ","WI",55107,28294
"3092","Wisconsin","Sauk ","WI",55111,128498
"3093","Wisconsin","Sawyer ","WI",55113,32978
"3094","Wisconsin","Shawano ","WI",55115,81592
"3095","Wisconsin","Sheboygan ","WI",55117,230912
"3096","Wisconsin","St. Croix ","WI",55109,179388
"3097","Wisconsin","Taylor ","WI",55119,40824
"3098","Wisconsin","Trempealeau ","WI",55121,58884
"3099","Wisconsin","Vernon ","WI",55123,61570
"3100","Wisconsin","Vilas ","WI",55125,43876
"3101","Wisconsin","Walworth ","WI",55127,207436
"3102","Wisconsin","Washburn ","WI",55129,31756
"3103","Wisconsin","Washington ","WI",55131,271386
"3104","Wisconsin","Waukesha ","WI",55133,806144
"3105","Wisconsin","Waupaca ","WI",55135,102256
"3106","Wisconsin","Waushara ","WI",55137,48526
"3107","Wisconsin","Winnebago ","WI",55139,342040
"3108","Wisconsin","Wood ","WI",55141,146110
"3109","Wyoming","Albany ","WY",56001,77202
"3110","Wyoming","Big Horn ","WY",56003,23762
"3111","Wyoming","Campbell ","WY",56005,92280
"3112","Wyoming","Carbon ","WY",56007,29942
"3113","Wyoming","Converse ","WY",56009,27280
"3114","Wyoming","Crook ","WY",56011,14900
"3115","Wyoming","Fremont ","WY",56013,79062
"3116","Wyoming","Goshen ","WY",56015,26752
"3117","Wyoming","Hot Springs ","WY",56017,9110
"3118","Wyoming","Johnson ","WY",56019,16920
"3119","Wyoming","Laramie ","WY",56021,197952
"3120","Wyoming","Lincoln ","WY",56023,38868
"3121","Wyoming","Natrona ","WY",56025,158230
"3122","Wyoming","Niobrara ","WY",56027,4776
"3123","Wyoming","Park ","WY",56029,58648
"3124","Wyoming","Platte ","WY",56031,17132
"3125","Wyoming","Sheridan ","WY",56033,60466
"3126","Wyoming","Sublette ","WY",56035,19626
"3127","Wyoming","Sweetwater ","WY",56037,86102
"3128","Wyoming","Teton ","WY",56039,46162
"3129","Wyoming","Uinta ","WY",56041,40598
"3130","Wyoming","Washakie ","WY",56043,15770
"3131","Wyoming","Weston ","WY",56045,13934
