"","Code","State","FIPS","Countynames"
"1299","MI","Michigan",26131,"Ontonagon "
"1300","MI","Michigan",26133,"Osceola "
"1301","MI","Michigan",26135,"Oscoda "
"1302","MI","Michigan",26137,"Otsego "
"1303","MI","Michigan",26139,"Ottawa "
"1304","MI","Michigan",26141,"Presque Isle "
"1305","MI","Michigan",26143,"Roscommon "
"1306","MI","Michigan",26145,"Saginaw "
"1307","MI","Michigan",26147,"St. Clair "
"1308","MI","Michigan",26149,"St. Joseph "
"1309","MI","Michigan",26151,"Sanilac "
"1310","MI","Michigan",26153,"Schoolcraft "
"1311","MI","Michigan",26155,"Shiawassee "
"1312","MI","Michigan",26157,"Tuscola "
"1313","MI","Michigan",26159,"Van Buren "
"1314","MI","Michigan",26161,"Washtenaw "
"1315","MI","Michigan",26163,"Wayne "
"1316","MI","Michigan",26165,"Wexford "
"1317","MN","Minnesota",27001,"Aitkin "
"1318","MN","Minnesota",27003,"Anoka "
"1319","MN","Minnesota",27005,"Becker "
"1320","MN","Minnesota",27007,"Beltrami "
"1321","MN","Minnesota",27009,"Benton "
"1322","MN","Minnesota",27011,"Big Stone "
"1323","MN","Minnesota",27013,"Blue Earth "
"1324","MN","Minnesota",27015,"Brown "
"1325","MN","Minnesota",27017,"Carlton "
"1326","MN","Minnesota",27019,"Carver "
"1327","MN","Minnesota",27021,"Cass "
"1328","MN","Minnesota",27023,"Chippewa "
"1329","MN","Minnesota",27025,"Chisago "
"1330","MN","Minnesota",27027,"Clay "
"1331","MN","Minnesota",27029,"Clearwater "
"1332","MN","Minnesota",27031,"Cook "
"1333","MN","Minnesota",27033,"Cottonwood "
"1334","MN","Minnesota",27035,"Crow Wing "
"1335","MN","Minnesota",27037,"Dakota "
"1336","MN","Minnesota",27039,"Dodge "
"1337","MN","Minnesota",27041,"Douglas "
"1338","MN","Minnesota",27043,"Faribault "
"1339","MN","Minnesota",27045,"Fillmore "
"1340","MN","Minnesota",27047,"Freeborn "
"1341","MN","Minnesota",27049,"Goodhue "
"1342","MN","Minnesota",27051,"Grant "
"1343","MN","Minnesota",27053,"Hennepin "
"1344","MN","Minnesota",27055,"Houston "
"1345","MN","Minnesota",27057,"Hubbard "
"1346","MN","Minnesota",27059,"Isanti "
"1347","MN","Minnesota",27061,"Itasca "
"1348","MN","Minnesota",27063,"Jackson "
"1349","MN","Minnesota",27065,"Kanabec "
"1350","MN","Minnesota",27067,"Kandiyohi "
"1351","MN","Minnesota",27069,"Kittson "
"1352","MN","Minnesota",27071,"Koochiching "
"1353","MN","Minnesota",27073,"Lac Qui Parle "
"1354","MN","Minnesota",27075,"Lake "
"1355","MN","Minnesota",27077,"Lake of the Woods "
"1356","MN","Minnesota",27079,"Le Sueur "
"1357","MN","Minnesota",27081,"Lincoln "
"1358","MN","Minnesota",27083,"Lyon "
"1359","MN","Minnesota",27085,"McLeod "
"1360","MN","Minnesota",27087,"Mahnomen "
"1361","MN","Minnesota",27089,"Marshall "
"1362","MN","Minnesota",27091,"Martin "
"1363","MN","Minnesota",27093,"Meeker "
"1364","MN","Minnesota",27095,"Mille Lacs "
"1365","MN","Minnesota",27097,"Morrison "
"1366","MN","Minnesota",27099,"Mower "
"1367","MN","Minnesota",27101,"Murray "
"1368","MN","Minnesota",27103,"Nicollet "
"1369","MN","Minnesota",27105,"Nobles "
"1370","MN","Minnesota",27107,"Norman "
"1371","MN","Minnesota",27109,"Olmsted "
"1372","MN","Minnesota",27111,"Otter Tail "
"1373","MN","Minnesota",27113,"Pennington "
"1374","MN","Minnesota",27115,"Pine "
"1375","MN","Minnesota",27117,"Pipestone "
"1376","MN","Minnesota",27119,"Polk "
"1377","MN","Minnesota",27121,"Pope "
"1378","MN","Minnesota",27123,"Ramsey "
"1379","MN","Minnesota",27125,"Red Lake "
"1380","MN","Minnesota",27127,"Redwood "
"1381","MN","Minnesota",27129,"Renville "
"1382","MN","Minnesota",27131,"Rice "
"1383","MN","Minnesota",27133,"Rock "
"1384","MN","Minnesota",27135,"Roseau "
"1385","MN","Minnesota",27137,"St. Louis "
"1386","MN","Minnesota",27139,"Scott "
"1387","MN","Minnesota",27141,"Sherburne "
"1388","MN","Minnesota",27143,"Sibley "
"1389","MN","Minnesota",27145,"Stearns "
"1390","MN","Minnesota",27147,"Steele "
"1391","MN","Minnesota",27149,"Stevens "
"1392","MN","Minnesota",27151,"Swift "
"1393","MN","Minnesota",27153,"Todd "
"1394","MN","Minnesota",27155,"Traverse "
"1395","MN","Minnesota",27157,"Wabasha "
"1396","MN","Minnesota",27159,"Wadena "
"1397","MN","Minnesota",27161,"Waseca "
"1398","MN","Minnesota",27163,"Washington "
"1399","MN","Minnesota",27165,"Watonwan "
"1400","MN","Minnesota",27167,"Wilkin "
"1401","MN","Minnesota",27169,"Winona "
"1402","MN","Minnesota",27171,"Wright "
"1403","MN","Minnesota",27173,"Yellow Medicine "
"1404","MO","Missouri",29001,"Adair "
"1405","MO","Missouri",29003,"Andrew "
"1406","MO","Missouri",29005,"Atchison "
"1407","MO","Missouri",29007,"Audrain "
"1408","MO","Missouri",29009,"Barry "
"1409","MO","Missouri",29011,"Barton "
"1410","MO","Missouri",29013,"Bates "
"1411","MO","Missouri",29015,"Benton "
"1412","MO","Missouri",29017,"Bollinger "
"1413","MO","Missouri",29019,"Boone "
"1414","MO","Missouri",29021,"Buchanan "
"1415","MO","Missouri",29023,"Butler "
"1416","MO","Missouri",29025,"Caldwell "
"1417","MO","Missouri",29027,"Callaway "
"1418","MO","Missouri",29029,"Camden "
"1419","MO","Missouri",29031,"Cape Girardeau "
"1420","MO","Missouri",29033,"Carroll "
"1421","MO","Missouri",29035,"Carter "
"1422","MO","Missouri",29037,"Cass "
"1423","MO","Missouri",29039,"Cedar "
"1424","MO","Missouri",29041,"Chariton "
"1425","MO","Missouri",29043,"Christian "
"1426","MO","Missouri",29045,"Clark "
"1427","MO","Missouri",29047,"Clay "
"1428","MO","Missouri",29049,"Clinton "
"1429","MO","Missouri",29051,"Cole "
"1430","MO","Missouri",29053,"Cooper "
"1431","MO","Missouri",29055,"Crawford "
"1432","MO","Missouri",29057,"Dade "
"1433","MO","Missouri",29059,"Dallas "
"1434","MO","Missouri",29061,"Daviess "
"1435","MO","Missouri",29063,"DeKalb "
"1436","MO","Missouri",29065,"Dent "
"1437","MO","Missouri",29067,"Douglas "
"1438","MO","Missouri",29069,"Dunklin "
"1439","MO","Missouri",29071,"Franklin "
"1440","MO","Missouri",29073,"Gasconade "
"1441","MO","Missouri",29075,"Gentry "
"1442","MO","Missouri",29077,"Greene "
"1443","MO","Missouri",29079,"Grundy "
"1444","MO","Missouri",29081,"Harrison "
"1445","MO","Missouri",29083,"Henry "
"1446","MO","Missouri",29085,"Hickory "
"1447","MO","Missouri",29087,"Holt "
"1448","MO","Missouri",29089,"Howard "
"1449","MO","Missouri",29091,"Howell "
"1450","MO","Missouri",29093,"Iron "
"1451","MO","Missouri",29095,"Jackson County (including other portions of Kansas"
"1452","MO","Missouri",29097,"Jasper "
"1453","MO","Missouri",29099,"Jefferson "
"1454","MO","Missouri",29101,"Johnson "
"1455","MO","Missouri",29103,"Knox "
"1456","MO","Missouri",29105,"Laclede "
"1457","MO","Missouri",29107,"Lafayette "
"1458","MO","Missouri",29109,"Lawrence "
"1459","MO","Missouri",29111,"Lewis "
"1460","MO","Missouri",29113,"Lincoln "
"1461","MO","Missouri",29115,"Linn "
"1462","MO","Missouri",29117,"Livingston "
"1463","MO","Missouri",29119,"McDonald "
"1464","MO","Missouri",29121,"Macon "
"1465","MO","Missouri",29123,"Madison "
"1466","MO","Missouri",29125,"Maries "
"1467","MO","Missouri",29127,"Marion "
"1468","MO","Missouri",29129,"Mercer "
"1469","MO","Missouri",29131,"Miller "
"1470","MO","Missouri",29133,"Mississippi "
"1471","MO","Missouri",29135,"Moniteau "
"1472","MO","Missouri",29137,"Monroe "
"1473","MO","Missouri",29139,"Montgomery "
"1474","MO","Missouri",29141,"Morgan "
"1475","MO","Missouri",29143,"New Madrid "
"1476","MO","Missouri",29145,"Newton "
"1477","MO","Missouri",29147,"Nodaway "
"1478","MO","Missouri",29149,"Oregon "
"1479","MO","Missouri",29151,"Osage "
"1480","MO","Missouri",29153,"Ozark "
"1481","MO","Missouri",29155,"Pemiscot "
"1482","MO","Missouri",29157,"Perry "
"1483","MO","Missouri",29159,"Pettis "
"1484","MO","Missouri",29161,"Phelps "
"1485","MO","Missouri",29163,"Pike "
"1486","MO","Missouri",29165,"Platte "
"1487","MO","Missouri",29167,"Polk "
"1488","MO","Missouri",29169,"Pulaski "
"1489","MO","Missouri",29171,"Putnam "
"1490","MO","Missouri",29173,"Ralls "
"1491","MO","Missouri",29175,"Randolph "
"1492","MO","Missouri",29177,"Ray "
"1493","MO","Missouri",29179,"Reynolds "
"1494","MO","Missouri",29181,"Ripley "
"1495","MO","Missouri",29183,"St. Charles "
"1496","MO","Missouri",29185,"St. Clair "
"1497","MO","Missouri",29186,"Ste. Genevieve "
"1498","MO","Missouri",29187,"St. Francois "
"1499","MO","Missouri",29189,"St. Louis "
"1500","MO","Missouri",29195,"Saline "
"1501","MO","Missouri",29197,"Schuyler "
"1502","MO","Missouri",29199,"Scotland "
"1503","MO","Missouri",29201,"Scott "
"1504","MO","Missouri",29203,"Shannon "
"1505","MO","Missouri",29205,"Shelby "
"1506","MO","Missouri",29207,"Stoddard "
"1507","MO","Missouri",29209,"Stone "
"1508","MO","Missouri",29211,"Sullivan "
"1509","MO","Missouri",29213,"Taney "
"1510","MO","Missouri",29215,"Texas "
"1511","MO","Missouri",29217,"Vernon "
"1512","MO","Missouri",29219,"Warren "
"1513","MO","Missouri",29221,"Washington "
"1514","MO","Missouri",29223,"Wayne "
"1515","MO","Missouri",29225,"Webster "
"1516","MO","Missouri",29227,"Worth "
"1517","MO","Missouri",29229,"Wright "
"1518","MO","Missouri",29510,"City of St."
"1519","MS","Mississippi",28001,"Adams "
"1520","MS","Mississippi",28003,"Alcorn "
"1521","MS","Mississippi",28005,"Amite "
"1522","MS","Mississippi",28007,"Attala "
"1523","MS","Mississippi",28009,"Benton "
"1524","MS","Mississippi",28011,"Bolivar "
"1525","MS","Mississippi",28013,"Calhoun "
"1526","MS","Mississippi",28015,"Carroll "
"1527","MS","Mississippi",28017,"Chickasaw "
"1528","MS","Mississippi",28019,"Choctaw "
"1529","MS","Mississippi",28021,"Claiborne "
"1530","MS","Mississippi",28023,"Clarke "
"1531","MS","Mississippi",28025,"Clay "
"1532","MS","Mississippi",28027,"Coahoma "
"1533","MS","Mississippi",28029,"Copiah "
"1534","MS","Mississippi",28031,"Covington "
"1535","MS","Mississippi",28033,"DeSoto "
"1536","MS","Mississippi",28035,"Forrest "
"1537","MS","Mississippi",28037,"Franklin "
"1538","MS","Mississippi",28039,"George "
"1539","MS","Mississippi",28041,"Greene "
"1540","MS","Mississippi",28043,"Grenada "
"1541","MS","Mississippi",28045,"Hancock "
"1542","MS","Mississippi",28047,"Harrison "
"1543","MS","Mississippi",28049,"Hinds "
"1544","MS","Mississippi",28051,"Holmes "
"1545","MS","Mississippi",28053,"Humphreys "
"1546","MS","Mississippi",28055,"Issaquena "
"1547","MS","Mississippi",28057,"Itawamba "
"1548","MS","Mississippi",28059,"Jackson "
"1549","MS","Mississippi",28061,"Jasper "
"1550","MS","Mississippi",28063,"Jefferson "
"1551","MS","Mississippi",28065,"Jefferson Davis "
"1552","MS","Mississippi",28067,"Jones "
"1553","MS","Mississippi",28069,"Kemper "
"1554","MS","Mississippi",28071,"Lafayette "
"1555","MS","Mississippi",28073,"Lamar "
"1556","MS","Mississippi",28075,"Lauderdale "
"1557","MS","Mississippi",28077,"Lawrence "
"1558","MS","Mississippi",28079,"Leake "
"1559","MS","Mississippi",28081,"Lee "
"1560","MS","Mississippi",28083,"Leflore "
"1561","MS","Mississippi",28085,"Lincoln "
"1562","MS","Mississippi",28087,"Lowndes "
"1563","MS","Mississippi",28089,"Madison "
"1564","MS","Mississippi",28091,"Marion "
"1565","MS","Mississippi",28093,"Marshall "
"1566","MS","Mississippi",28095,"Monroe "
"1567","MS","Mississippi",28097,"Montgomery "
"1568","MS","Mississippi",28099,"Neshoba "
"1569","MS","Mississippi",28101,"Newton "
"1570","MS","Mississippi",28103,"Noxubee "
"1571","MS","Mississippi",28105,"Oktibbeha "
"1572","MS","Mississippi",28107,"Panola "
"1573","MS","Mississippi",28109,"Pearl River "
"1574","MS","Mississippi",28111,"Perry "
"1575","MS","Mississippi",28113,"Pike "
"1576","MS","Mississippi",28115,"Pontotoc "
"1577","MS","Mississippi",28117,"Prentiss "
"1578","MS","Mississippi",28119,"Quitman "
"1579","MS","Mississippi",28121,"Rankin "
"1580","MS","Mississippi",28123,"Scott "
"1581","MS","Mississippi",28125,"Sharkey "
"1582","MS","Mississippi",28127,"Simpson "
"1583","MS","Mississippi",28129,"Smith "
"1584","MS","Mississippi",28131,"Stone "
"1585","MS","Mississippi",28133,"Sunflower "
"1586","MS","Mississippi",28135,"Tallahatchie "
"1587","MS","Mississippi",28137,"Tate "
"1588","MS","Mississippi",28139,"Tippah "
"1589","MS","Mississippi",28141,"Tishomingo "
"1590","MS","Mississippi",28143,"Tunica "
"1591","MS","Mississippi",28145,"Union "
"1592","MS","Mississippi",28147,"Walthall "
"1593","MS","Mississippi",28149,"Warren "
"1594","MS","Mississippi",28151,"Washington "
"1595","MS","Mississippi",28153,"Wayne "
"1596","MS","Mississippi",28155,"Webster "
"1597","MS","Mississippi",28157,"Wilkinson "
"1598","MS","Mississippi",28159,"Winston "
"1599","MS","Mississippi",28161,"Yalobusha "
"1600","MS","Mississippi",28163,"Yazoo "
"1601","MT","Montana",30001,"Beaverhead "
"1602","MT","Montana",30003,"Big Horn "
"1603","MT","Montana",30005,"Blaine "
"1604","MT","Montana",30007,"Broadwater "
"1605","MT","Montana",30009,"Carbon "
"1606","MT","Montana",30011,"Carter "
"1607","MT","Montana",30013,"Cascade "
"1608","MT","Montana",30015,"Chouteau "
"1609","MT","Montana",30017,"Custer "
"1610","MT","Montana",30019,"Daniels "
"1611","MT","Montana",30021,"Dawson "
"1612","MT","Montana",30023,"Deer Lodge "
"1613","MT","Montana",30025,"Fallon "
"1614","MT","Montana",30027,"Fergus "
"1615","MT","Montana",30029,"Flathead "
"1616","MT","Montana",30031,"Gallatin "
"1617","MT","Montana",30033,"Garfield "
"1618","MT","Montana",30035,"Glacier "
"1619","MT","Montana",30037,"Golden Valley "
"1620","MT","Montana",30039,"Granite "
"1621","MT","Montana",30041,"Hill "
"1622","MT","Montana",30043,"Jefferson "
"1623","MT","Montana",30045,"Judith Basin "
"1624","MT","Montana",30047,"Lake "
"1625","MT","Montana",30049,"Lewis and Clark "
"1626","MT","Montana",30051,"Liberty "
"1627","MT","Montana",30053,"Lincoln "
"1628","MT","Montana",30055,"McCone "
"1629","MT","Montana",30057,"Madison "
"1630","MT","Montana",30059,"Meagher "
"1631","MT","Montana",30061,"Mineral "
"1632","MT","Montana",30063,"Missoula "
"1633","MT","Montana",30065,"Musselshell "
"1634","MT","Montana",30067,"Park "
"1635","MT","Montana",30069,"Petroleum "
"1636","MT","Montana",30071,"Phillips "
"1637","MT","Montana",30073,"Pondera "
"1638","MT","Montana",30075,"Powder River "
"1639","MT","Montana",30077,"Powell "
"1640","MT","Montana",30079,"Prairie "
"1641","MT","Montana",30081,"Ravalli "
"1642","MT","Montana",30083,"Richland "
"1643","MT","Montana",30085,"Roosevelt "
"1644","MT","Montana",30087,"Rosebud "
"1645","MT","Montana",30089,"Sanders "
"1646","MT","Montana",30091,"Sheridan "
"1647","MT","Montana",30093,"Silver Bow "
"1648","MT","Montana",30095,"Stillwater "
"1649","MT","Montana",30097,"Sweet Grass "
"1650","MT","Montana",30099,"Teton "
"1651","MT","Montana",30101,"Toole "
"1652","MT","Montana",30103,"Treasure "
"1653","MT","Montana",30105,"Valley "
"1654","MT","Montana",30107,"Wheatland "
"1655","MT","Montana",30109,"Wibaux "
"1656","MT","Montana",30111,"Yellowstone "
"1657","NC","North Carolina",37001,"Alamance "
"1658","NC","North Carolina",37003,"Alexander "
"1659","NC","North Carolina",37005,"Alleghany "
"1660","NC","North Carolina",37007,"Anson "
"1661","NC","North Carolina",37009,"Ashe "
"1662","NC","North Carolina",37011,"Avery "
"1663","NC","North Carolina",37013,"Beaufort "
"1664","NC","North Carolina",37015,"Bertie "
"1665","NC","North Carolina",37017,"Bladen "
"1666","NC","North Carolina",37019,"Brunswick "
"1667","NC","North Carolina",37021,"Buncombe "
"1668","NC","North Carolina",37023,"Burke "
"1669","NC","North Carolina",37025,"Cabarrus "
"1670","NC","North Carolina",37027,"Caldwell "
"1671","NC","North Carolina",37029,"Camden "
"1672","NC","North Carolina",37031,"Carteret "
"1673","NC","North Carolina",37033,"Caswell "
"1674","NC","North Carolina",37035,"Catawba "
"1675","NC","North Carolina",37037,"Chatham "
"1676","NC","North Carolina",37039,"Cherokee "
"1677","NC","North Carolina",37041,"Chowan "
"1678","NC","North Carolina",37043,"Clay "
"1679","NC","North Carolina",37045,"Cleveland "
"1680","NC","North Carolina",37047,"Columbus "
"1681","NC","North Carolina",37049,"Craven "
"1682","NC","North Carolina",37051,"Cumberland "
"1683","NC","North Carolina",37053,"Currituck "
"1684","NC","North Carolina",37055,"Dare "
"1685","NC","North Carolina",37057,"Davidson "
"1686","NC","North Carolina",37059,"Davie "
"1687","NC","North Carolina",37061,"Duplin "
"1688","NC","North Carolina",37063,"Durham "
"1689","NC","North Carolina",37065,"Edgecombe "
"1690","NC","North Carolina",37067,"Forsyth "
"1691","NC","North Carolina",37069,"Franklin "
"1692","NC","North Carolina",37071,"Gaston "
"1693","NC","North Carolina",37073,"Gates "
"1694","NC","North Carolina",37075,"Graham "
"1695","NC","North Carolina",37077,"Granville "
"1696","NC","North Carolina",37079,"Greene "
"1697","NC","North Carolina",37081,"Guilford "
"1698","NC","North Carolina",37083,"Halifax "
"1699","NC","North Carolina",37085,"Harnett "
"1700","NC","North Carolina",37087,"Haywood "
"1701","NC","North Carolina",37089,"Henderson "
"1702","NC","North Carolina",37091,"Hertford "
"1703","NC","North Carolina",37093,"Hoke "
"1704","NC","North Carolina",37095,"Hyde "
"1705","NC","North Carolina",37097,"Iredell "
"1706","NC","North Carolina",37099,"Jackson "
"1707","NC","North Carolina",37101,"Johnston "
"1708","NC","North Carolina",37103,"Jones "
"1709","NC","North Carolina",37105,"Lee "
"1710","NC","North Carolina",37107,"Lenoir "
"1711","NC","North Carolina",37109,"Lincoln "
"1712","NC","North Carolina",37111,"McDowell "
"1713","NC","North Carolina",37113,"Macon "
"1714","NC","North Carolina",37115,"Madison "
"1715","NC","North Carolina",37117,"Martin "
"1716","NC","North Carolina",37119,"Mecklenburg "
"1717","NC","North Carolina",37121,"Mitchell "
"1718","NC","North Carolina",37123,"Montgomery "
"1719","NC","North Carolina",37125,"Moore "
"1720","NC","North Carolina",37127,"Nash "
"1721","NC","North Carolina",37129,"New Hanover "
"1722","NC","North Carolina",37131,"Northampton "
"1723","NC","North Carolina",37133,"Onslow "
"1724","NC","North Carolina",37135,"Orange "
"1725","NC","North Carolina",37137,"Pamlico "
"1726","NC","North Carolina",37139,"Pasquotank "
"1727","NC","North Carolina",37141,"Pender "
"1728","NC","North Carolina",37143,"Perquimans "
"1729","NC","North Carolina",37145,"Person "
"1730","NC","North Carolina",37147,"Pitt "
"1731","NC","North Carolina",37149,"Polk "
"1732","NC","North Carolina",37151,"Randolph "
"1733","NC","North Carolina",37153,"Richmond "
"1734","NC","North Carolina",37155,"Robeson "
"1735","NC","North Carolina",37157,"Rockingham "
"1736","NC","North Carolina",37159,"Rowan "
"1737","NC","North Carolina",37161,"Rutherford "
"1738","NC","North Carolina",37163,"Sampson "
"1739","NC","North Carolina",37165,"Scotland "
"1740","NC","North Carolina",37167,"Stanly "
"1741","NC","North Carolina",37169,"Stokes "
"1742","NC","North Carolina",37171,"Surry "
"1743","NC","North Carolina",37173,"Swain "
"1744","NC","North Carolina",37175,"Transylvania "
"1745","NC","North Carolina",37177,"Tyrrell "
"1746","NC","North Carolina",37179,"Union "
"1747","NC","North Carolina",37181,"Vance "
"1748","NC","North Carolina",37183,"Wake "
"1749","NC","North Carolina",37185,"Warren "
"1750","NC","North Carolina",37187,"Washington "
"1751","NC","North Carolina",37189,"Watauga "
"1752","NC","North Carolina",37191,"Wayne "
"1753","NC","North Carolina",37193,"Wilkes "
"1754","NC","North Carolina",37195,"Wilson "
"1755","NC","North Carolina",37197,"Yadkin "
"1756","NC","North Carolina",37199,"Yancey "
"1757","ND","North Dakota",38001,"Adams "
"1758","ND","North Dakota",38003,"Barnes "
"1759","ND","North Dakota",38005,"Benson "
"1760","ND","North Dakota",38007,"Billings "
"1761","ND","North Dakota",38009,"Bottineau "
"1762","ND","North Dakota",38011,"Bowman "
"1763","ND","North Dakota",38013,"Burke "
"1764","ND","North Dakota",38015,"Burleigh "
"1765","ND","North Dakota",38017,"Cass "
"1766","ND","North Dakota",38019,"Cavalier "
"1767","ND","North Dakota",38021,"Dickey "
"1768","ND","North Dakota",38023,"Divide "
"1769","ND","North Dakota",38025,"Dunn "
"1770","ND","North Dakota",38027,"Eddy "
"1771","ND","North Dakota",38029,"Emmons "
"1772","ND","North Dakota",38031,"Foster "
"1773","ND","North Dakota",38033,"Golden Valley "
"1774","ND","North Dakota",38035,"Grand Forks "
"1775","ND","North Dakota",38037,"Grant "
"1776","ND","North Dakota",38039,"Griggs "
"1777","ND","North Dakota",38041,"Hettinger "
"1778","ND","North Dakota",38043,"Kidder "
"1779","ND","North Dakota",38045,"LaMoure "
"1780","ND","North Dakota",38047,"Logan "
"1781","ND","North Dakota",38049,"McHenry "
"1782","ND","North Dakota",38051,"McIntosh "
"1783","ND","North Dakota",38053,"McKenzie "
"1784","ND","North Dakota",38055,"McLean "
"1785","ND","North Dakota",38057,"Mercer "
"1786","ND","North Dakota",38059,"Morton "
"1787","ND","North Dakota",38061,"Mountrail "
"1788","ND","North Dakota",38063,"Nelson "
"1789","ND","North Dakota",38065,"Oliver "
"1790","ND","North Dakota",38067,"Pembina "
"1791","ND","North Dakota",38069,"Pierce "
"1792","ND","North Dakota",38071,"Ramsey "
"1793","ND","North Dakota",38073,"Ransom "
"1794","ND","North Dakota",38075,"Renville "
"1795","ND","North Dakota",38077,"Richland "
"1796","ND","North Dakota",38079,"Rolette "
"1797","ND","North Dakota",38081,"Sargent "
"1798","ND","North Dakota",38083,"Sheridan "
"1799","ND","North Dakota",38085,"Sioux "
"1800","ND","North Dakota",38087,"Slope "
"1801","ND","North Dakota",38089,"Stark "
"1802","ND","North Dakota",38091,"Steele "
"1803","ND","North Dakota",38093,"Stutsman "
"1804","ND","North Dakota",38095,"Towner "
"1805","ND","North Dakota",38097,"Traill "
"1806","ND","North Dakota",38099,"Walsh "
"1807","ND","North Dakota",38101,"Ward "
"1808","ND","North Dakota",38103,"Wells "
"1809","ND","North Dakota",38105,"Williams "
"1810","NE","Nebraska",31001,"Adams "
"1811","NE","Nebraska",31003,"Antelope "
"1812","NE","Nebraska",31005,"Arthur "
"1813","NE","Nebraska",31007,"Banner "
"1814","NE","Nebraska",31009,"Blaine "
"1815","NE","Nebraska",31011,"Boone "
"1816","NE","Nebraska",31013,"Box Butte "
"1817","NE","Nebraska",31015,"Boyd "
"1818","NE","Nebraska",31017,"Brown "
"1819","NE","Nebraska",31019,"Buffalo "
"1820","NE","Nebraska",31021,"Burt "
"1821","NE","Nebraska",31023,"Butler "
"1822","NE","Nebraska",31025,"Cass "
"1823","NE","Nebraska",31027,"Cedar "
"1824","NE","Nebraska",31029,"Chase "
"1825","NE","Nebraska",31031,"Cherry "
"1826","NE","Nebraska",31033,"Cheyenne "
"1827","NE","Nebraska",31035,"Clay "
"1828","NE","Nebraska",31037,"Colfax "
"1829","NE","Nebraska",31039,"Cuming "
"1830","NE","Nebraska",31041,"Custer "
"1831","NE","Nebraska",31043,"Dakota "
"1832","NE","Nebraska",31045,"Dawes "
"1833","NE","Nebraska",31047,"Dawson "
"1834","NE","Nebraska",31049,"Deuel "
"1835","NE","Nebraska",31051,"Dixon "
"1836","NE","Nebraska",31053,"Dodge "
"1837","NE","Nebraska",31055,"Douglas "
"1838","NE","Nebraska",31057,"Dundy "
"1839","NE","Nebraska",31059,"Fillmore "
"1840","NE","Nebraska",31061,"Franklin "
"1841","NE","Nebraska",31063,"Frontier "
"1842","NE","Nebraska",31065,"Furnas "
"1843","NE","Nebraska",31067,"Gage "
"1844","NE","Nebraska",31069,"Garden "
"1845","NE","Nebraska",31071,"Garfield "
"1846","NE","Nebraska",31073,"Gosper "
"1847","NE","Nebraska",31075,"Grant "
"1848","NE","Nebraska",31077,"Greeley "
"1849","NE","Nebraska",31079,"Hall "
"1850","NE","Nebraska",31081,"Hamilton "
"1851","NE","Nebraska",31083,"Harlan "
"1852","NE","Nebraska",31085,"Hayes "
"1853","NE","Nebraska",31087,"Hitchcock "
"1854","NE","Nebraska",31089,"Holt "
"1855","NE","Nebraska",31091,"Hooker "
"1856","NE","Nebraska",31093,"Howard "
"1857","NE","Nebraska",31095,"Jefferson "
"1858","NE","Nebraska",31097,"Johnson "
"1859","NE","Nebraska",31099,"Kearney "
"1860","NE","Nebraska",31101,"Keith "
"1861","NE","Nebraska",31103,"Keya Paha "
"1862","NE","Nebraska",31105,"Kimball "
"1863","NE","Nebraska",31107,"Knox "
"1864","NE","Nebraska",31109,"Lancaster "
"1865","NE","Nebraska",31111,"Lincoln "
"1866","NE","Nebraska",31113,"Logan "
"1867","NE","Nebraska",31115,"Loup "
"1868","NE","Nebraska",31117,"McPherson "
"1869","NE","Nebraska",31119,"Madison "
"1870","NE","Nebraska",31121,"Merrick "
"1871","NE","Nebraska",31123,"Morrill "
"1872","NE","Nebraska",31125,"Nance "
"1873","NE","Nebraska",31127,"Nemaha "
"1874","NE","Nebraska",31129,"Nuckolls "
"1875","NE","Nebraska",31131,"Otoe "
"1876","NE","Nebraska",31133,"Pawnee "
"1877","NE","Nebraska",31135,"Perkins "
"1878","NE","Nebraska",31137,"Phelps "
"1879","NE","Nebraska",31139,"Pierce "
"1880","NE","Nebraska",31141,"Platte "
"1881","NE","Nebraska",31143,"Polk "
"1882","NE","Nebraska",31145,"Red Willow "
"1883","NE","Nebraska",31147,"Richardson "
"1884","NE","Nebraska",31149,"Rock "
"1885","NE","Nebraska",31151,"Saline "
"1886","NE","Nebraska",31153,"Sarpy "
"1887","NE","Nebraska",31155,"Saunders "
"1888","NE","Nebraska",31157,"Scotts Bluff "
"1889","NE","Nebraska",31159,"Seward "
"1890","NE","Nebraska",31161,"Sheridan "
"1891","NE","Nebraska",31163,"Sherman "
"1892","NE","Nebraska",31165,"Sioux "
"1893","NE","Nebraska",31167,"Stanton "
"1894","NE","Nebraska",31169,"Thayer "
"1895","NE","Nebraska",31171,"Thomas "
"1896","NE","Nebraska",31173,"Thurston "
"1897","NE","Nebraska",31175,"Valley "
"1898","NE","Nebraska",31177,"Washington "
"1899","NE","Nebraska",31179,"Wayne "
"1900","NE","Nebraska",31181,"Webster "
"1901","NE","Nebraska",31183,"Wheeler "
"1902","NE","Nebraska",31185,"York "
"1903","NH","New Hampshire",33001,"Belknap "
"1904","NH","New Hampshire",33003,"Carroll "
"1905","NH","New Hampshire",33005,"Cheshire "
"1906","NH","New Hampshire",33007,"Coos "
"1907","NH","New Hampshire",33009,"Grafton "
"1908","NH","New Hampshire",33011,"Hillsborough "
"1909","NH","New Hampshire",33013,"Merrimack "
"1910","NH","New Hampshire",33015,"Rockingham "
"1911","NH","New Hampshire",33017,"Strafford "
"1912","NH","New Hampshire",33019,"Sullivan "
